"O00141","O00311","O00329","O00418","O00444","O14757","O14920","O14965","O15075","O15111","O15264","O15530","O43293","O43741","O43781","O60285","O60674","O75116","O75582","O75676","O94806","O95819","O96013","O96017","P00519","P00533","P04049","P04626","P04629","P05129","P05771","P06213","P06239","P06241","P06493","P07332","P07333","P07947","P07948","P07949","P08069","P08581","P08631","P08922","P09619","P09769","P10721","P11309","P11362","P11802","P12931","P15056","P15735","P16234","P16591","P17252","P17612","P17948","P19784","P21802","P22455","P22607","P22612","P22694","P23443","P23458","P24723","P24941","P27361","P27448","P28482","P29317","P29323","P29376","P29597","P30291","P30530","P31749","P31751","P34947","P35916","P35968","P36507","P36888","P41240","P41279","P41743","P42336","P42338","P42345","P42679","P42684","P42685","P43403","P43405","P45983","P45984","P48729","P48730","P48736","P49137","P49336","P49674","P49759","P49760","P49840","P49841","P50613","P50750","P51451","P51617","P51812","P51813","P51817","P51955","P51957","P52333","P52564","P53350","P53667","P53778","P53779","P54619","P54646","P54760","P67870","P68400","P78368","P78527","P80192","Q00534","Q00535","Q02156","Q02750","Q02763","Q02779","Q04759","Q04771","Q04912","Q05397","Q05513","Q05655","Q06187","Q06418","Q07912","Q08881","Q12851","Q12866","Q13131","Q13153","Q13177","Q13188","Q13237","Q13464","Q13554","Q13555","Q13557","Q13627","Q13882","Q13976","Q14012","Q14164","Q14289","Q14680","Q15078","Q15118","Q15139","Q15303","Q15418","Q15759","Q16288","Q16512","Q16513","Q16539","Q16566","Q16584","Q16620","Q16644","Q5S007","Q5VT25","Q7KZI7","Q7L7X3","Q86V86","Q8IU85","Q8IW41","Q8N4C8","Q8NE63","Q8TDC3","Q96GD4","Q96KB5","Q96L34","Q96PF2","Q96RG2","Q96RR4","Q96SB4","Q99683","Q9BUB5","Q9BWU1","Q9BXA7","Q9BZL6","Q9H0K1","Q9H2G2","Q9H2X6","Q9H3Y6","Q9H4B4","Q9HAZ1","Q9HBH9","Q9HBY8","Q9HC98","Q9HCP0","Q9NR20","Q9NWZ3","Q9NYL2","Q9P1W9","Q9P289","Q9UBE8","Q9UBF8","Q9UBS0","Q9UEE5","Q9UGI9","Q9UGJ0","Q9UHD2","Q9UM73","Q9UQM7","Q9Y243","Q9Y463","Q9Y478","Q9Y4K4","Q9Y6M4"
0.075502,0.042973,0.013275,0.012143,0.05307,0.082484,0.060258,0.11475,0.058655,0.057138,1,0.069305,0.071201,0.014494,0.107427,0.078872,0.037497,0.0361,0.060636,0.051811,0.050381,0.047981,0.083692,0.077626,0.046596,0.029222,0.040405,0.029982,0.027472,0.056866,0.055155,0.021007,0.060485,0.050042,0.240876,0.043937,0.027762,0.053325,0.069997,0.028924,0.022479,0.028632,0.054668,0.011929,0.029881,0.052594,0.02901,0.069972,0.044421,0.178351,0.057686,0.042033,0.071867,0.028045,0.039936,0.056575,0.094309,0.026853,0.163004,0.043047,0.044825,0.042591,0.093827,0.089053,0.07578,0.03772,0.053638,0.271637,0.380583,0.066627,0.382901,0.039515,0.038995,0.01447,0.029288,0.049668,0.033765,0.071706,0.077712,0.071128,0.027258,0.026936,0.076005,0.030923,0.057323,0.051425,0.051816,0.011228,0.012234,0.007988,0.057646,0.041644,0.04604,0.039441,0.040548,0.375438,0.378501,0.056668,0.047196,0.011129,0.064132,0.107998,0.045648,0.078487,0.070361,0.152453,0.178094,0.19909,0.186265,0.066971,0.024261,0.077831,0.04248,0.081591,0.066379,0.071504,0.034239,0.061054,0.076394,0.051331,0.646769,0.360711,0.015092,0.070729,0.038097,0.024048,0.154156,0.037016,0.005963,0.036671,0.216537,0.226655,0.053272,0.07611,0.031626,0.035429,0.06886,0.025931,0.030785,0.027784,0.052915,0.061749,0.047273,0.028838,0.024168,0.048509,0.054218,0.025361,0.075208,0.083976,0.084571,0.087487,0.063895,0.036786,0.061769,0.070102,0.064083,0.072941,0.063331,0.065364,0.113971,0.042724,0.025518,0.069871,0.017789,0.015365,0.049928,0.027414,0.08019,0.600477,0.027688,0.045751,0.046587,0.608935,0.06796,0.037086,0.036199,0.063301,0.023282,0.02708,0.06295,0.064034,0.080219,0.102877,0.048467,0.050275,0.07294,0.065434,0.11477,0.047343,0.065329,0.094308,0.043159,0.073397,0.039803,0.058443,0.037231,0.10854,0.081943,0.054556,0.051059,0.047232,0.055025,0.051637,0.083015,0.076805,0.05092,0.072939,0.093181,0.040602,0.106428,0.054893,0.048252,0.064533,0.081133,0.229917,0.01661,0.074868,0.086919,0.014102,0.016124,0.038302,0.009599,0.070111,0.076578,0.081566,0.017447,0.059221,0.038464
0.205852,0.034915,0.009687,0.010658,0.106622,0.096435,0.054655,0.166193,0.087519,0.049216,0.069305,1,0.107274,0.017007,0.044538,0.110586,0.042048,0.082989,0.122684,0.122438,0.063087,0.034929,0.07132,0.096811,0.042538,0.037437,0.046398,0.029931,0.030322,0.126798,0.136194,0.028242,0.055367,0.046803,0.086347,0.047231,0.03081,0.045652,0.06305,0.027351,0.026269,0.027344,0.051667,0.015556,0.031086,0.045787,0.028985,0.06542,0.036579,0.074751,0.049532,0.046941,0.10249,0.032621,0.043223,0.145727,0.223359,0.029985,0.07049,0.034916,0.036067,0.035685,0.218762,0.226973,0.173459,0.027762,0.144973,0.08593,0.079758,0.108403,0.081453,0.039486,0.03854,0.022473,0.033731,0.023788,0.03649,0.176737,0.181368,0.133867,0.030401,0.029116,0.075735,0.032751,0.063135,0.053305,0.139732,0.008302,0.008367,0.00707,0.049951,0.043348,0.056991,0.04616,0.045612,0.058467,0.062632,0.04428,0.036788,0.008955,0.062402,0.051549,0.036729,0.025117,0.030621,0.05822,0.063775,0.081394,0.058863,0.047819,0.024626,0.138307,0.047729,0.222617,0.090177,0.072688,0.03809,0.05355,0.11406,0.055275,0.07669,0.055282,0.014842,0.102849,0.039338,0.015587,0.063836,0.0435,0.006313,0.029506,0.077932,0.086041,0.139451,0.082469,0.027587,0.031357,0.135833,0.033595,0.028827,0.039494,0.130348,0.128809,0.054873,0.033456,0.031014,0.049269,0.050057,0.03265,0.106068,0.091477,0.098172,0.076958,0.126481,0.08482,0.089149,0.09718,0.109211,0.041921,0.045711,0.136616,0.148808,0.03681,0.037515,0.105843,0.015698,0.013908,0.064648,0.034724,0.13172,0.071625,0.022003,0.10249,0.101336,0.066716,0.10337,0.036684,0.036061,0.070491,0.014211,0.06809,0.106221,0.044858,0.073893,0.147341,0.044197,0.037594,0.050949,0.095516,0.180788,0.030026,0.105129,0.124053,0.044901,0.078631,0.025747,0.047461,0.042688,0.049904,0.114227,0.06449,0.095949,0.044299,0.039148,0.051664,0.105732,0.026587,0.083804,0.188336,0.116726,0.04667,0.047222,0.062288,0.038257,0.078334,0.103891,0.055289,0.015355,0.165385,0.094314,0.016837,0.01195,0.035007,0.015646,0.112824,0.178648,0.045558,0.015007,0.052608,0.044158
0.117701,0.032582,0.012359,0.011718,0.103594,0.086243,0.076423,0.149799,0.159088,0.072315,0.071201,0.107274,1,0.019781,0.047752,0.142458,0.049966,0.04544,0.117437,0.115377,0.107767,0.037679,0.093777,0.154597,0.040221,0.032009,0.048898,0.026269,0.020829,0.083527,0.093097,0.025161,0.065799,0.052536,0.122051,0.058205,0.029033,0.059385,0.069695,0.024688,0.024105,0.027268,0.060398,0.020772,0.023343,0.051383,0.027265,0.09998,0.033469,0.081397,0.054052,0.049124,0.19391,0.027181,0.061738,0.091549,0.128468,0.029419,0.076329,0.031902,0.031792,0.032667,0.127083,0.123721,0.122839,0.042566,0.07664,0.105619,0.067292,0.12794,0.070631,0.037112,0.042743,0.03766,0.036837,0.045191,0.027408,0.11314,0.117431,0.113439,0.026274,0.029953,0.082434,0.026126,0.052583,0.070816,0.092816,0.012149,0.010018,0.006722,0.051643,0.040274,0.061223,0.057272,0.054085,0.053332,0.057101,0.040652,0.03981,0.012315,0.148365,0.058291,0.039746,0.048689,0.039458,0.046375,0.051194,0.122393,0.058537,0.055688,0.017999,0.133911,0.047704,0.131339,0.080089,0.073309,0.036841,0.050045,0.117828,0.03968,0.075762,0.051531,0.019326,0.135684,0.046794,0.019449,0.082693,0.031463,0.006567,0.053056,0.083567,0.092007,0.069384,0.076635,0.026085,0.050403,0.083536,0.016795,0.021249,0.04803,0.086661,0.081845,0.055704,0.029594,0.036184,0.049563,0.062612,0.023363,0.138778,0.098739,0.097386,0.097335,0.093147,0.047208,0.161927,0.185968,0.203261,0.043154,0.065248,0.098884,0.243215,0.069489,0.036402,0.118621,0.015663,0.013106,0.1074,0.033833,0.129447,0.078118,0.021771,0.065584,0.075127,0.080247,0.21684,0.05696,0.030112,0.143295,0.028305,0.047738,0.124696,0.055362,0.101175,0.249918,0.106675,0.038036,0.054696,0.123624,0.151977,0.042062,0.125853,0.118104,0.067031,0.095293,0.031244,0.048228,0.056739,0.058447,0.106373,0.112758,0.118389,0.061957,0.050855,0.068634,0.113118,0.046316,0.111191,0.116678,0.111687,0.036062,0.061766,0.045249,0.050952,0.092123,0.093173,0.051511,0.013827,0.12509,0.278826,0.014072,0.015829,0.062255,0.021275,0.204625,0.121209,0.047554,0.015327,0.068209,0.034143
0.017695,0.015018,0.010649,0.014386,0.012205,0.016244,0.015538,0.017211,0.014514,0.015162,0.014494,0.017007,0.019781,1,0.02216,0.01302,0.010864,0.012172,0.015494,0.014165,0.012661,0.011494,0.016118,0.01686,0.012021,0.011418,0.014886,0.012769,0.01296,0.013249,0.014434,0.011619,0.016632,0.014754,0.021461,0.015763,0.013209,0.016678,0.01468,0.013715,0.009231,0.011077,0.013969,0.00875,0.013189,0.01388,0.012097,0.018698,0.015563,0.018464,0.013365,0.0175,0.017098,0.010516,0.016255,0.015718,0.017155,0.010713,0.018316,0.013572,0.015422,0.014976,0.016551,0.017782,0.01903,0.012777,0.012162,0.02069,0.022442,0.013968,0.016888,0.011359,0.012357,0.011995,0.011886,0.019491,0.013322,0.016699,0.021425,0.016452,0.011172,0.01095,0.018521,0.014513,0.014047,0.014384,0.015826,0.010818,0.012309,0.009874,0.015807,0.011051,0.014253,0.017866,0.014485,0.018939,0.017342,0.021303,0.019786,0.011068,0.016578,0.015786,0.019754,0.015384,0.016792,0.015699,0.019691,0.021037,0.020881,0.01734,0.013734,0.012725,0.013642,0.019846,0.017146,0.014038,0.013009,0.025299,0.015502,0.012426,0.018066,0.017616,0.017354,0.015678,0.012777,0.017667,0.017899,0.021282,0.006315,0.01106,0.018562,0.020048,0.018461,0.019254,0.011216,0.014444,0.01192,0.015667,0.012512,0.013844,0.017786,0.01271,0.017377,0.015423,0.014774,0.021946,0.011989,0.014217,0.01749,0.017827,0.019753,0.02085,0.016698,0.011364,0.014205,0.014568,0.01791,0.016114,0.016599,0.016011,0.016679,0.013478,0.011954,0.014363,0.019795,0.020429,0.012927,0.009987,0.016997,0.016959,0.010612,0.014004,0.016994,0.016397,0.016057,0.011346,0.012685,0.019216,0.008078,0.011399,0.016959,0.013188,0.017812,0.017153,0.019108,0.010997,0.014747,0.01439,0.022925,0.016011,0.015108,0.019495,0.012328,0.017069,0.01391,0.010002,0.017124,0.018339,0.016204,0.013166,0.0125,0.011995,0.011988,0.016522,0.013572,0.013864,0.017033,0.016445,0.017965,0.021121,0.01813,0.018343,0.01539,0.02175,0.017635,0.015902,0.013411,0.01774,0.018276,0.015693,0.016589,0.011973,0.010189,0.02251,0.019799,0.018212,0.68904,0.012596,0.020496
0.054814,0.024997,0.008194,0.014363,0.046202,0.036289,0.049323,0.062319,0.052457,0.044321,0.107427,0.044538,0.047752,0.02216,1,0.065842,0.024894,0.025852,0.046784,0.036488,0.045062,0.026533,0.046348,0.049155,0.023085,0.015726,0.030013,0.014087,0.020072,0.047876,0.041871,0.014947,0.030453,0.033391,0.122027,0.022227,0.016193,0.03064,0.03265,0.021882,0.014415,0.018383,0.031162,0.012524,0.018615,0.038367,0.019412,0.05001,0.02059,0.131625,0.030583,0.028855,0.054945,0.021656,0.028142,0.050689,0.066971,0.017755,0.081659,0.019784,0.02039,0.020885,0.066591,0.072021,0.060181,0.024653,0.040695,0.132767,0.112271,0.04052,0.107695,0.017912,0.015341,0.024169,0.020175,0.01631,0.022742,0.053854,0.054283,0.06255,0.016855,0.016355,0.053835,0.016505,0.038149,0.044487,0.040452,0.008292,0.012177,0.0053,0.035311,0.020916,0.027303,0.019595,0.024894,0.095683,0.088875,0.039135,0.03224,0.007514,0.055501,0.058947,0.029123,0.158058,0.143372,0.09557,0.098166,0.134844,0.100859,0.030124,0.015444,0.052699,0.022707,0.061247,0.039805,0.040846,0.020222,0.048523,0.044012,0.027117,0.119792,0.089156,0.013528,0.053555,0.015367,0.017731,0.07409,0.025476,0.0049,0.023466,0.125591,0.109344,0.036461,0.054665,0.019613,0.023636,0.052602,0.017842,0.018232,0.018317,0.043852,0.054753,0.032671,0.014398,0.015285,0.0298,0.021706,0.016582,0.054426,0.055473,0.058803,0.045651,0.052716,0.026361,0.047017,0.058025,0.060451,0.192432,0.039626,0.055256,0.06107,0.025975,0.014757,0.030169,0.017023,0.01237,0.04285,0.013562,0.052506,0.137757,0.019214,0.041113,0.03938,0.133999,0.053056,0.026562,0.018302,0.054558,0.013945,0.020764,0.039315,0.032581,0.051396,0.057023,0.031351,0.02901,0.126401,0.040755,0.067305,0.026959,0.041314,0.044258,0.028543,0.032191,0.066109,0.033954,0.023979,0.058105,0.041561,0.046009,0.038061,0.029861,0.101064,0.030848,0.043308,0.155828,0.039391,0.048755,0.06926,0.031698,0.349103,0.039192,0.03382,0.055158,0.069905,0.071865,0.009657,0.058094,0.055837,0.014206,0.016232,0.026999,0.013259,0.059355,0.062967,0.210199,0.018788,0.02325,0.030395
0.120841,0.033513,0.010557,0.015046,0.100905,0.11756,0.053757,0.148363,0.097699,0.054731,0.078872,0.110586,0.142458,0.01302,0.065842,1,0.038851,0.05307,0.089102,0.088078,0.073421,0.038855,0.079383,0.118945,0.048852,0.027841,0.047828,0.027242,0.02566,0.089801,0.093884,0.02392,0.059955,0.059461,0.1123,0.043378,0.021588,0.059306,0.066111,0.027488,0.022083,0.028248,0.061285,0.015443,0.019522,0.052881,0.019197,0.123455,0.032765,0.075888,0.061448,0.042563,0.141492,0.017677,0.050446,0.10162,0.132302,0.019964,0.064736,0.03097,0.032275,0.029047,0.133562,0.132409,0.102637,0.031737,0.109238,0.10917,0.071402,0.175417,0.073699,0.041695,0.036522,0.021515,0.034582,0.040734,0.028301,0.141705,0.144265,0.079622,0.019662,0.019822,0.078208,0.020174,0.061478,0.043741,0.108642,0.007896,0.010914,0.006087,0.051427,0.046764,0.061543,0.052424,0.055021,0.072749,0.078847,0.046584,0.036549,0.008721,0.084268,0.041845,0.033571,0.041773,0.041452,0.048042,0.056743,0.096006,0.065959,0.066604,0.025251,0.098722,0.051497,0.122091,0.101915,0.070532,0.035857,0.062973,0.117231,0.053654,0.081371,0.070751,0.014544,0.193541,0.042483,0.015892,0.068688,0.021725,0.005366,0.042011,0.075317,0.105422,0.100365,0.076952,0.031861,0.043579,0.093853,0.026793,0.027819,0.043606,0.101675,0.090961,0.058478,0.029416,0.035706,0.057347,0.062528,0.023332,0.195377,0.081639,0.09038,0.084923,0.085556,0.056329,0.107052,0.115534,0.124727,0.045411,0.075124,0.090286,0.147891,0.048346,0.041688,0.153511,0.014078,0.01535,0.073006,0.032891,0.098077,0.077143,0.027445,0.079036,0.078822,0.077348,0.127346,0.0516,0.04152,0.094496,0.021636,0.046915,0.169812,0.040973,0.124209,0.155639,0.062455,0.038188,0.056311,0.154442,0.169044,0.03147,0.179618,0.165431,0.076842,0.089818,0.017406,0.037992,0.039096,0.039852,0.165684,0.07586,0.147918,0.049763,0.043491,0.071436,0.116412,0.036517,0.064354,0.11979,0.104532,0.023717,0.057957,0.050226,0.053676,0.110014,0.087164,0.068435,0.011823,0.113679,0.118898,0.01116,0.011356,0.04838,0.020678,0.128613,0.154284,0.047687,0.014313,0.061332,0.023016
0.041362,0.010894,0.006421,0.007447,0.02694,0.034841,0.030795,0.050764,0.022956,0.026973,0.037497,0.042048,0.049966,0.010864,0.024894,0.038851,1,0.01419,0.027509,0.024848,0.020819,0.019748,0.040095,0.027152,0.063638,0.057735,0.050279,0.052436,0.067911,0.024237,0.030578,0.043947,0.072439,0.067323,0.061311,0.06244,0.042872,0.063311,0.084885,0.048779,0.044228,0.051295,0.081708,0.031564,0.039535,0.060586,0.041397,0.016066,0.063013,0.04739,0.062679,0.046036,0.028141,0.044555,0.057814,0.029456,0.041634,0.038355,0.026266,0.062059,0.060119,0.06055,0.039859,0.040169,0.039172,0.344526,0.03355,0.060363,0.049661,0.03911,0.047473,0.061087,0.055061,0.043699,0.257623,0.013739,0.053035,0.034187,0.037555,0.029185,0.034894,0.038696,0.044707,0.04204,0.087692,0.026304,0.027991,0.006994,0.006877,0.004378,0.074285,0.057953,0.097055,0.076819,0.07812,0.030228,0.031998,0.024198,0.019899,0.007102,0.030463,0.030098,0.019591,0.018551,0.015424,0.034025,0.034656,0.04023,0.043459,0.069312,0.020143,0.031726,0.063681,0.044396,0.04732,0.042941,0.452903,0.032157,0.036515,0.047514,0.037094,0.029751,0.013512,0.04024,0.054076,0.012768,0.025405,0.016976,0.003793,0.028726,0.048503,0.050639,0.02687,0.0425,0.047188,0.028064,0.034548,0.022483,0.046846,0.061261,0.028374,0.033212,0.07014,0.047503,0.072745,0.060351,0.02833,0.051681,0.040616,0.039218,0.040857,0.055297,0.020408,0.01497,0.021485,0.026826,0.030521,0.021209,0.06623,0.031092,0.037859,0.034007,0.061276,0.040595,0.012258,0.009987,0.021004,0.057677,0.036354,0.035533,0.052267,0.02905,0.028176,0.041862,0.02826,0.031559,0.063955,0.029891,0.011621,0.015903,0.037207,0.036355,0.017416,0.037013,0.021278,0.019814,0.02298,0.033367,0.047556,0.036947,0.038777,0.0414,0.017926,0.036161,0.013381,0.023533,0.013342,0.029138,0.036676,0.022907,0.031296,0.026389,0.01449,0.080773,0.033839,0.016568,0.020558,0.036983,0.057714,0.016303,0.023636,0.044309,0.037816,0.020328,0.062851,0.033041,0.006954,0.036986,0.040486,0.009462,0.00978,0.028221,0.031686,0.027896,0.039228,0.02493,0.010485,0.032137,0.014767
0.108856,0.021773,0.006063,0.007607,0.044547,0.0577,0.024724,0.077867,0.041056,0.02385,0.0361,0.082989,0.04544,0.012172,0.025852,0.05307,0.01419,1,0.076417,0.079016,0.040176,0.029815,0.051135,0.060175,0.014356,0.013489,0.027166,0.010904,0.013287,0.072606,0.092784,0.010306,0.024237,0.026967,0.058173,0.024705,0.012038,0.021165,0.030031,0.010325,0.009819,0.015488,0.022422,0.006165,0.010607,0.026067,0.012686,0.038963,0.015244,0.034379,0.021135,0.023595,0.066341,0.013233,0.021735,0.08732,0.142085,0.011329,0.030732,0.015609,0.014228,0.015462,0.14354,0.147437,0.097907,0.012693,0.090773,0.053093,0.034771,0.058022,0.035239,0.012681,0.011425,0.008174,0.01751,0.020779,0.012488,0.100617,0.107802,0.075208,0.011158,0.011108,0.052546,0.011578,0.02234,0.028492,0.091004,0.008312,0.008219,0.004747,0.019937,0.016555,0.024022,0.021001,0.016886,0.030794,0.029919,0.026188,0.023883,0.006995,0.047788,0.019156,0.025366,0.018207,0.016923,0.034102,0.034894,0.048108,0.023328,0.022462,0.01331,0.081018,0.024722,0.140282,0.049717,0.037494,0.02108,0.048608,0.049192,0.031713,0.039785,0.02927,0.009533,0.058132,0.011977,0.011392,0.034773,0.027184,0.003974,0.017554,0.037973,0.04325,0.089946,0.055067,0.013136,0.019308,0.090688,0.018171,0.011521,0.015794,0.087298,0.078991,0.021627,0.012997,0.010909,0.016645,0.034845,0.010158,0.059611,0.048962,0.049397,0.054583,0.077486,0.63843,0.04908,0.056307,0.055886,0.016898,0.023584,0.092745,0.073625,0.025988,0.016444,0.062334,0.010676,0.008933,0.039644,0.012344,0.082884,0.040832,0.010246,0.070421,0.067412,0.037392,0.050517,0.021803,0.011046,0.044752,0.008505,0.128828,0.056141,0.02486,0.049748,0.069116,0.035782,0.026829,0.022161,0.054697,0.082425,0.01468,0.055452,0.054488,0.02202,0.054553,0.012705,0.028377,0.027899,0.019003,0.056913,0.040899,0.04273,0.033694,0.016613,0.01694,0.045952,0.018462,0.042583,0.098548,0.068052,0.02498,0.015844,0.029338,0.019476,0.042263,0.059314,0.034172,0.00895,0.098018,0.046716,0.007523,0.010964,0.029019,0.006106,0.058349,0.106783,0.018007,0.012126,0.037328,0.026423
0.198056,0.026453,0.010421,0.009937,0.06254,0.086149,0.041669,0.119916,0.092486,0.045254,0.060636,0.122684,0.117437,0.015494,0.046784,0.089102,0.027509,0.076417,1,0.629884,0.06893,0.03278,0.057061,0.102198,0.031459,0.023943,0.039727,0.027927,0.01617,0.132996,0.16025,0.014183,0.036398,0.033786,0.066941,0.0318,0.018528,0.033122,0.03745,0.019931,0.014454,0.017163,0.034566,0.012359,0.018748,0.034636,0.017003,0.052565,0.022259,0.054205,0.03575,0.035474,0.114443,0.019346,0.033882,0.156632,0.199293,0.020165,0.066677,0.024376,0.021208,0.022814,0.186083,0.201975,0.256109,0.020926,0.154036,0.072105,0.060337,0.080026,0.066223,0.030766,0.028815,0.017494,0.02307,0.030074,0.021679,0.199164,0.216007,0.123368,0.02059,0.019104,0.066268,0.018321,0.032674,0.044103,0.176011,0.007991,0.007021,0.006741,0.036525,0.029492,0.037958,0.040616,0.034818,0.05691,0.060109,0.038259,0.030869,0.008529,0.145673,0.039547,0.032145,0.037635,0.041828,0.044859,0.050541,0.059942,0.042036,0.032939,0.015372,0.333717,0.032039,0.186445,0.062678,0.047334,0.02774,0.054961,0.082745,0.038043,0.056926,0.05579,0.012076,0.083136,0.028507,0.016687,0.067126,0.030253,0.004238,0.032065,0.055622,0.058856,0.149778,0.060293,0.015565,0.03327,0.142972,0.021365,0.019172,0.027929,0.175331,0.142311,0.037672,0.020375,0.019622,0.041073,0.044818,0.019691,0.079018,0.061639,0.061559,0.064882,0.117161,0.081923,0.106865,0.12032,0.128295,0.027413,0.046217,0.123513,0.147949,0.038035,0.026162,0.082488,0.011623,0.011022,0.071436,0.02199,0.339314,0.058678,0.01477,0.126222,0.120606,0.055625,0.129165,0.036294,0.019552,0.14736,0.017074,0.074928,0.079416,0.032048,0.059763,0.14968,0.125593,0.032283,0.045457,0.085941,0.117504,0.017298,0.077372,0.086566,0.040089,0.059855,0.017652,0.043312,0.069753,0.039482,0.082457,0.068893,0.060939,0.038932,0.033044,0.043351,0.076767,0.039795,0.122826,0.203094,0.07911,0.031655,0.044946,0.033893,0.02901,0.069486,0.066467,0.046977,0.014078,0.263151,0.12005,0.01075,0.011173,0.03992,0.017948,0.136166,0.212007,0.032881,0.012186,0.041139,0.028186
0.200044,0.024122,0.009583,0.009392,0.057466,0.076078,0.047111,0.111167,0.089376,0.042196,0.051811,0.122438,0.115377,0.014165,0.036488,0.088078,0.024848,0.079016,0.629884,1,0.061914,0.028174,0.059441,0.088952,0.028847,0.022507,0.038698,0.02164,0.019437,0.145376,0.159014,0.015775,0.037794,0.038062,0.072421,0.03031,0.01805,0.034726,0.038569,0.01913,0.015138,0.021044,0.036515,0.014472,0.019989,0.035984,0.020672,0.058128,0.025616,0.058945,0.037122,0.036495,0.103941,0.021449,0.038764,0.163445,0.211348,0.021171,0.051279,0.024906,0.025079,0.026225,0.193442,0.211151,0.252968,0.02239,0.16312,0.069269,0.050312,0.083037,0.052466,0.026599,0.025206,0.024375,0.024958,0.025833,0.021465,0.200054,0.204718,0.123232,0.021596,0.020646,0.060071,0.02155,0.037923,0.048259,0.174814,0.007118,0.008228,0.005097,0.037932,0.027321,0.037257,0.038202,0.034218,0.05113,0.054033,0.034581,0.030862,0.008507,0.130666,0.041986,0.03149,0.024611,0.026864,0.044893,0.050965,0.064216,0.04653,0.032125,0.015191,0.326983,0.034321,0.197357,0.059064,0.047642,0.0267,0.057295,0.074118,0.02902,0.047326,0.048678,0.012725,0.080536,0.028033,0.014746,0.050227,0.026543,0.005412,0.034421,0.056448,0.050114,0.149009,0.055654,0.018962,0.030884,0.135867,0.021223,0.02142,0.03024,0.168476,0.136467,0.041165,0.019199,0.023847,0.043887,0.044355,0.021213,0.080154,0.064169,0.070495,0.058789,0.121964,0.081243,0.098537,0.11012,0.117578,0.033463,0.045937,0.128068,0.133657,0.032864,0.023688,0.07809,0.015438,0.014574,0.063182,0.021345,0.330892,0.051598,0.01462,0.127379,0.122344,0.04882,0.133902,0.039901,0.019977,0.14323,0.014953,0.073389,0.082881,0.025713,0.064498,0.138389,0.107309,0.02865,0.042576,0.075725,0.110396,0.026127,0.082832,0.078215,0.033376,0.056037,0.019921,0.038629,0.077371,0.04248,0.07597,0.062725,0.062038,0.034982,0.027171,0.044914,0.063238,0.026183,0.125498,0.194358,0.073903,0.028342,0.036558,0.034955,0.034987,0.066009,0.065866,0.045018,0.015603,0.262304,0.120949,0.01067,0.013758,0.034118,0.020545,0.121855,0.206617,0.03824,0.012036,0.036839,0.026534
0.08554,0.025961,0.008433,0.008415,0.053941,0.054715,0.050575,0.089378,0.084899,0.049328,0.050381,0.063087,0.107767,0.012661,0.045062,0.073421,0.020819,0.040176,0.06893,0.061914,1,0.033565,0.059976,0.121913,0.031877,0.02343,0.042115,0.019575,0.012977,0.047694,0.050503,0.017061,0.033134,0.032062,0.082253,0.035727,0.014393,0.0271,0.039992,0.014396,0.01428,0.019549,0.036934,0.00993,0.018599,0.027386,0.016404,0.066363,0.018078,0.063025,0.028168,0.034068,0.087216,0.018978,0.03233,0.050895,0.109668,0.016015,0.040813,0.017422,0.017489,0.017665,0.102277,0.105692,0.067507,0.022847,0.06047,0.088493,0.06134,0.06688,0.06231,0.025507,0.025942,0.019453,0.0197,0.022287,0.014931,0.077842,0.080547,0.069336,0.016459,0.015383,0.067149,0.019444,0.030744,0.037377,0.060947,0.008482,0.007189,0.004567,0.025071,0.03145,0.044715,0.043278,0.034011,0.05601,0.054704,0.03773,0.033418,0.006497,0.085272,0.044188,0.033676,0.026913,0.027831,0.039896,0.04569,0.060503,0.034938,0.041136,0.01399,0.06819,0.029903,0.091702,0.071197,0.058719,0.023642,0.060449,0.055797,0.037757,0.051567,0.054559,0.011718,0.08012,0.027025,0.012731,0.038917,0.021349,0.004087,0.032653,0.068602,0.076423,0.050067,0.066078,0.013895,0.040512,0.060678,0.012843,0.022423,0.026083,0.059214,0.062956,0.035447,0.014485,0.020794,0.030311,0.042612,0.01591,0.085355,0.07195,0.07779,0.058457,0.061577,0.041157,0.085591,0.097652,0.106863,0.037663,0.049107,0.063145,0.131968,0.050199,0.03142,0.076375,0.013488,0.009456,0.653671,0.026726,0.069722,0.048854,0.011075,0.051855,0.05123,0.053009,0.116211,0.039338,0.013797,0.084608,0.025118,0.033945,0.064669,0.033595,0.074507,0.136916,0.066271,0.032285,0.050919,0.071324,0.091735,0.031491,0.069323,0.091212,0.039817,0.054223,0.025038,0.037127,0.037251,0.041934,0.088196,0.600304,0.057967,0.032766,0.030908,0.033659,0.062234,0.023261,0.054697,0.087522,0.078689,0.02088,0.042569,0.033083,0.02931,0.068208,0.059712,0.047771,0.008307,0.071485,0.117691,0.009248,0.009165,0.047247,0.013447,0.105852,0.078296,0.043516,0.013759,0.039578,0.022647
